A00	Cholera
M85.519	Aneurysmal bone cyst, unspecified shoulder (non-NHS term)
M85.52	Aneurysmal bone cyst
M85.521	Aneurysmal bone cyst, right upper arm (non-NHS term)
M85.522	Aneurysmal bone cyst, left upper arm (non-NHS term)
M85.529	Aneurysmal bone cyst, unspecified upper arm (non-NHS term)
M85.53	Aneurysmal bone cyst
M85.531	Aneurysmal bone cyst, right forearm (non-NHS term)
M85.532	Aneurysmal bone cyst, left forearm (non-NHS term)
M85.539	Aneurysmal bone cyst, unspecified forearm (non-NHS term)
M85.54	Aneurysmal bone cyst
M85.541	Aneurysmal bone cyst, right hand (non-NHS term)
M85.542	Aneurysmal bone cyst, left hand (non-NHS term)
M85.549	Aneurysmal bone cyst, unspecified hand (non-NHS term)
M85.55	Aneurysmal bone cyst
M85.551	Aneurysmal bone cyst, right thigh (non-NHS term)
M85.552	Aneurysmal bone cyst, left thigh (non-NHS term)
M85.559	Aneurysmal bone cyst, unspecified thigh (non-NHS term)
M85.56	Aneurysmal bone cyst
M85.561	Aneurysmal bone cyst, right lower leg (non-NHS term)
M85.562	Aneurysmal bone cyst, left lower leg (non-NHS term)
M85.569	Aneurysmal bone cyst, unspecified lower leg (non-NHS term)
M85.57	Aneurysmal bone cyst
M85.571	Aneurysmal bone cyst, right ankle and foot (non-NHS term)
M85.572	Aneurysmal bone cyst, left ankle and foot (non-NHS term)
M85.579	Aneurysmal bone cyst, unspecified ankle and foot (non-NHS term)
M85.58	Aneurysmal bone cyst
M85.59	Aneurysmal bone cyst
M85.6	Other cyst of bone
M85.60	Other cyst of bone
M85.61	Other cyst of bone
M85.611	Other cyst of bone, right shoulder (non-NHS term)
M85.612	Other cyst of bone, left shoulder (non-NHS term)
M85.619	Other cyst of bone, unspecified shoulder (non-NHS term)
M85.62	Other cyst of bone
M85.621	Other cyst of bone, right upper arm (non-NHS term)
M85.622	Other cyst of bone, left upper arm (non-NHS term)
M85.629	Other cyst of bone, unspecified upper arm (non-NHS term)
M85.63	Other cyst of bone
M85.631	Other cyst of bone, right forearm (non-NHS term)
M85.632	Other cyst of bone, left forearm (non-NHS term)
M85.639	Other cyst of bone, unspecified forearm (non-NHS term)
M85.64	Other cyst of bone
M85.641	Other cyst of bone, right hand (non-NHS term)
M85.642	Other cyst of bone, left hand (non-NHS term)
M85.649	Other cyst of bone, unspecified hand (non-NHS term)
M85.65	Other cyst of bone
M85.651	Other cyst of bone, right thigh (non-NHS term)
M85.652	Other cyst of bone, left thigh (non-NHS term)
M85.659	Other cyst of bone, unspecified thigh (non-NHS term)
M85.66	Other cyst of bone
M85.661	Other cyst of bone, right lower leg (non-NHS term)
M85.662	Other cyst of bone, left lower leg (non-NHS term)
M85.669	Other cyst of bone, unspecified lower leg (non-NHS term)
M85.67	Other cyst of bone
M85.671	Other cyst of bone, right ankle and foot (non-NHS term)
M85.672	Other cyst of bone, left ankle and foot (non-NHS term)
M85.679	Other cyst of bone, unspecified ankle and foot (non-NHS term)
M85.68	Other cyst of bone
M85.69	Other cyst of bone
M85.8	Other specified disorders of bone density and structure
M85.80	Other specified disorders of bone density and structure
M85.81	Other specified disorders of bone density and structure
M85.811	Other specified disorders of bone density and structure, right shoulder (non-NHS term)
M85.812	Other specified disorders of bone density and structure, left shoulder (non-NHS term)
M85.819	Other specified disorders of bone density and structure, unspecified shoulder (non-NHS term)
M85.82	Other specified disorders of bone density and structure
M85.821	Other specified disorders of bone density and structure, right upper arm (non-NHS term)
M85.822	Other specified disorders of bone density and structure, left upper arm (non-NHS term)
M85.829	Other specified disorders of bone density and structure, unspecified upper arm (non-NHS term)
M85.83	Other specified disorders of bone density and structure
M85.831	Other specified disorders of bone density and structure, right forearm (non-NHS term)
M85.832	Other specified disorders of bone density and structure, left forearm (non-NHS term)
M85.839	Other specified disorders of bone density and structure, unspecified forearm (non-NHS term)
M85.84	Other specified disorders of bone density and structure
M85.841	Other specified disorders of bone density and structure, right hand (non-NHS term)
M85.842	Other specified disorders of bone density and structure, left hand (non-NHS term)
M85.849	Other specified disorders of bone density and structure, unspecified hand (non-NHS term)
M85.85	Other specified disorders of bone density and structure
M85.851	Other specified disorders of bone density and structure, right thigh (non-NHS term)
M85.852	Other specified disorders of bone density and structure, left thigh (non-NHS term)
M85.859	Other specified disorders of bone density and structure, unspecified thigh (non-NHS term)
M85.86	Other specified disorders of bone density and structure
M85.861	Other specified disorders of bone density and structure, right lower leg (non-NHS term)
M85.862	Other specified disorders of bone density and structure, left lower leg (non-NHS term)
M85.869	Other specified disorders of bone density and structure, unspecified lower leg (non-NHS term)
M85.87	Other specified disorders of bone density and structure
M85.871	Other specified disorders of bone density and structure, right ankle and foot (non-NHS term)
M85.872	Other specified disorders of bone density and structure, left ankle and foot (non-NHS term)
M85.879	Other specified disorders of bone density and structure, unspecified ankle and foot (non-NHS term)
M85.88	Other specified disorders of bone density and structure
M85.89	Other specified disorders of bone density and structure
M85.9	Disorder of bone density and structure, unspecified
M85.90	Disorder of bone density and structure, unspecified
M85.91	Disorder of bone density and structure, unspecified
M85.92	Disorder of bone density and structure, unspecified
M85.93	Disorder of bone density and structure, unspecified
M85.94	Disorder of bone density and structure, unspecified
M85.95	Disorder of bone density and structure, unspecified
M85.96	Disorder of bone density and structure, unspecified
M85.97	Disorder of bone density and structure, unspecified
M85.98	Disorder of bone density and structure, unspecified
M85.99	Disorder of bone density and structure, unspecified
M86.0	Acute haematogenous osteomyelitis
M86.00	Acute haematogenous osteomyelitis
M86.01	Acute haematogenous osteomyelitis
M86.011	Acute hematogenous osteomyelitis, right shoulder (non-NHS term)
M86.012	Acute hematogenous osteomyelitis, left shoulder (non-NHS term)
M86.019	Acute hematogenous osteomyelitis, unspecified shoulder (non-NHS term)
M86.02	Acute haematogenous osteomyelitis
M86.021	Acute hematogenous osteomyelitis, right humerus (non-NHS term)
M86.022	Acute hematogenous osteomyelitis, left humerus (non-NHS term)
M86.029	Acute hematogenous osteomyelitis, unspecified humerus (non-NHS term)
M86.03	Acute haematogenous osteomyelitis
M86.031	Acute hematogenous osteomyelitis, right radius and ulna (non-NHS term)
M86.032	Acute hematogenous osteomyelitis, left radius and ulna (non-NHS term)
M86.039	Acute hematogenous osteomyelitis, unspecified radius and ulna (non-NHS term)
M86.04	Acute haematogenous osteomyelitis
M86.041	Acute hematogenous osteomyelitis, right hand (non-NHS term)
M86.042	Acute hematogenous osteomyelitis, left hand (non-NHS term)
M86.049	Acute hematogenous osteomyelitis, unspecified hand (non-NHS term)
M86.05	Acute haematogenous osteomyelitis
M86.051	Acute hematogenous osteomyelitis, right femur (non-NHS term)
M86.052	Acute hematogenous osteomyelitis, left femur (non-NHS term)
M86.059	Acute hematogenous osteomyelitis, unspecified femur (non-NHS term)
M86.06	Acute haematogenous osteomyelitis
M86.061	Acute hematogenous osteomyelitis, right tibia and fibula (non-NHS term)
M86.062	Acute hematogenous osteomyelitis, left tibia and fibula (non-NHS term)
M86.069	Acute hematogenous osteomyelitis, unspecified tibia and fibula (non-NHS term)
M86.07	Acute haematogenous osteomyelitis
M86.071	Acute hematogenous osteomyelitis, right ankle and foot (non-NHS term)
M86.072	Acute hematogenous osteomyelitis, left ankle and foot (non-NHS term)
M86.079	Acute hematogenous osteomyelitis, unspecified ankle and foot (non-NHS term)
M86.08	Acute haematogenous osteomyelitis
M86.09	Acute haematogenous osteomyelitis
M86.1	Other acute osteomyelitis
M86.10	Other acute osteomyelitis
M86.11	Other acute osteomyelitis
M86.111	Other acute osteomyelitis, right shoulder (non-NHS term)
M86.112	Other acute osteomyelitis, left shoulder (non-NHS term)
M86.119	Other acute osteomyelitis, unspecified shoulder (non-NHS term)
M86.12	Other acute osteomyelitis
M86.121	Other acute osteomyelitis, right humerus (non-NHS term)
M86.122	Other acute osteomyelitis, left humerus (non-NHS term)
M86.129	Other acute osteomyelitis, unspecified humerus (non-NHS term)
M86.13	Other acute osteomyelitis
M86.131	Other acute osteomyelitis, right radius and ulna (non-NHS term)
M86.132	Other acute osteomyelitis, left radius and ulna (non-NHS term)
M86.139	Other acute osteomyelitis, unspecified radius and ulna (non-NHS term)
M86.14	Other acute osteomyelitis
M86.141	Other acute osteomyelitis, right hand (non-NHS term)
M86.142	Other acute osteomyelitis, left hand (non-NHS term)
M86.149	Other acute osteomyelitis, unspecified hand (non-NHS term)
M86.15	Other acute osteomyelitis
M86.151	Other acute osteomyelitis, right femur (non-NHS term)
M86.152	Other acute osteomyelitis, left femur (non-NHS term)
M86.159	Other acute osteomyelitis, unspecified femur (non-NHS term)
M86.16	Other acute osteomyelitis
M86.161	Other acute osteomyelitis, right tibia and fibula (non-NHS term)
M86.162	Other acute osteomyelitis, left tibia and fibula (non-NHS term)
M86.169	Other acute osteomyelitis, unspecified tibia and fibula (non-NHS term)
M86.17	Other acute osteomyelitis
M86.171	Other acute osteomyelitis, right ankle and foot (non-NHS term)
M86.172	Other acute osteomyelitis, left ankle and foot (non-NHS term)
M86.179	Other acute osteomyelitis, unspecified ankle and foot (non-NHS term)
M86.18	Other acute osteomyelitis
M86.19	Other acute osteomyelitis
M86.2	Subacute osteomyelitis
M86.20	Subacute osteomyelitis
M86.21	Subacute osteomyelitis
M86.211	Subacute osteomyelitis, right shoulder (non-NHS term)
M86.212	Subacute osteomyelitis, left shoulder (non-NHS term)
M86.219	Subacute osteomyelitis, unspecified shoulder (non-NHS term)
M86.22	Subacute osteomyelitis
M86.221	Subacute osteomyelitis, right humerus (non-NHS term)
M86.222	Subacute osteomyelitis, left humerus (non-NHS term)
M86.229	Subacute osteomyelitis, unspecified humerus (non-NHS term)
M86.23	Subacute osteomyelitis
M86.231	Subacute osteomyelitis, right radius and ulna (non-NHS term)
M86.232	Subacute osteomyelitis, left radius and ulna (non-NHS term)
M86.239	Subacute osteomyelitis, unspecified radius and ulna (non-NHS term)
M86.24	Subacute osteomyelitis
M86.241	Subacute osteomyelitis, right hand (non-NHS term)
M86.242	Subacute osteomyelitis, left hand (non-NHS term)
M86.249	Subacute osteomyelitis, unspecified hand (non-NHS term)
M86.25	Subacute osteomyelitis
M86.251	Subacute osteomyelitis, right femur (non-NHS term)
M86.252	Subacute osteomyelitis, left femur (non-NHS term)
M86.259	Subacute osteomyelitis, unspecified femur (non-NHS term)
M86.26	Subacute osteomyelitis
M86.261	Subacute osteomyelitis, right tibia and fibula (non-NHS term)
M86.262	Subacute osteomyelitis, left tibia and fibula (non-NHS term)
M86.269	Subacute osteomyelitis, unspecified tibia and fibula (non-NHS term)
M86.27	Subacute osteomyelitis
M86.271	Subacute osteomyelitis, right ankle and foot (non-NHS term)
M86.272	Subacute osteomyelitis, left ankle and foot (non-NHS term)
M86.279	Subacute osteomyelitis, unspecified ankle and foot (non-NHS term)
M86.28	Subacute osteomyelitis
M86.29	Subacute osteomyelitis
M86.3	Chronic multifocal osteomyelitis
M86.30	Chronic multifocal osteomyelitis
M86.31	Chronic multifocal osteomyelitis
M86.311	Chronic multifocal osteomyelitis, right shoulder (non-NHS term)
M86.312	Chronic multifocal osteomyelitis, left shoulder (non-NHS term)
M86.319	Chronic multifocal osteomyelitis, unspecified shoulder (non-NHS term)
M86.32	Chronic multifocal osteomyelitis
M86.321	Chronic multifocal osteomyelitis, right humerus (non-NHS term)
M86.322	Chronic multifocal osteomyelitis, left humerus (non-NHS term)
M86.329	Chronic multifocal osteomyelitis, unspecified humerus (non-NHS term)
M86.33	Chronic multifocal osteomyelitis
M86.331	Chronic multifocal osteomyelitis, right radius and ulna (non-NHS term)
M86.332	Chronic multifocal osteomyelitis, left radius and ulna (non-NHS term)
M86.339	Chronic multifocal osteomyelitis, unspecified radius and ulna (non-NHS term)
M86.34	Chronic multifocal osteomyelitis
M86.341	Chronic multifocal osteomyelitis, right hand (non-NHS term)
M86.342	Chronic multifocal osteomyelitis, left hand (non-NHS term)
M86.349	Chronic multifocal osteomyelitis, unspecified hand (non-NHS term)
M86.35	Chronic multifocal osteomyelitis
M86.351	Chronic multifocal osteomyelitis, right femur (non-NHS term)
M86.352	Chronic multifocal osteomyelitis, left femur (non-NHS term)
M86.359	Chronic multifocal osteomyelitis, unspecified femur (non-NHS term)
M86.36	Chronic multifocal osteomyelitis
M86.361	Chronic multifocal osteomyelitis, right tibia and fibula (non-NHS term)
M86.362	Chronic multifocal osteomyelitis, left tibia and fibula (non-NHS term)
M86.369	Chronic multifocal osteomyelitis, unspecified tibia and fibula (non-NHS term)
M86.37	Chronic multifocal osteomyelitis
M86.371	Chronic multifocal osteomyelitis, right ankle and foot (non-NHS term)
M86.372	Chronic multifocal osteomyelitis, left ankle and foot (non-NHS term)
M86.379	Chronic multifocal osteomyelitis, unspecified ankle and foot (non-NHS term)
M86.38	Chronic multifocal osteomyelitis
M86.39	Chronic multifocal osteomyelitis
M86.4	Chronic osteomyelitis with draining sinus
M86.40	Chronic osteomyelitis with draining sinus
M86.41	Chronic osteomyelitis with draining sinus
M86.411	Chronic osteomyelitis with draining sinus, right shoulder (non-NHS term)
M86.412	Chronic osteomyelitis with draining sinus, left shoulder (non-NHS term)
M86.419	Chronic osteomyelitis with draining sinus, unspecified shoulder (non-NHS term)
M86.42	Chronic osteomyelitis with draining sinus
M86.421	Chronic osteomyelitis with draining sinus, right humerus (non-NHS term)
M86.422	Chronic osteomyelitis with draining sinus, left humerus (non-NHS term)
M86.429	Chronic osteomyelitis with draining sinus, unspecified humerus (non-NHS term)
M86.43	Chronic osteomyelitis with draining sinus
M86.431	Chronic osteomyelitis with draining sinus, right radius and ulna (non-NHS term)
M86.432	Chronic osteomyelitis with draining sinus, left radius and ulna (non-NHS term)
M86.439	Chronic osteomyelitis with draining sinus, unspecified radius and ulna (non-NHS term)
M86.44	Chronic osteomyelitis with draining sinus
M86.441	Chronic osteomyelitis with draining sinus, right hand (non-NHS term)
M86.442	Chronic osteomyelitis with draining sinus, left hand (non-NHS term)
M86.449	Chronic osteomyelitis with draining sinus, unspecified hand (non-NHS term)
M86.45	Chronic osteomyelitis with draining sinus
